Ticker,date,Returns,4. close,5. volume,Cumulative Return
AAPL,2014-03-31,-0.001340931873247353,536.74,13186900.0,-0.001340931873247353
AAPL,2014-04-30,0.08988124162875111,590.09,229823600.0,0.08841978513379667
AAPL,2014-05-31,0.07079030495633365,633.0,204845300.0,0.16546935364392534
AAPL,2014-06-30,0.01006585520423764,92.93,777779500.0,0.17720079940268163
AAPL,2014-07-31,0.02550502122042464,95.6,1035191700.0,0.2072253307721479
AAPL,2014-08-31,0.07102223232298721,102.5,930931500.0,0.2929651686804424
AAPL,2014-09-30,-0.023029573875546383,100.75,1523782675.0,0.26318873180980784
AAPL,2014-10-31,0.068315092324581,108.0,1360280122.0,0.34948358664676515
AAPL,2014-11-30,0.09923364282200708,118.93,820471729.0,0.4833977588782312
AAPL,2014-12-31,-0.07705668303072521,110.38,1073775862.0,0.3690920479638633
AAPL,2015-01-31,0.05008371818450397,117.16,1304879185.0,0.4376612682627308
AAPL,2015-02-28,0.09277326119520457,128.46,1136535493.0,0.5710377926134982
AAPL,2015-03-31,-0.035304374164825014,124.43,1138641910.0,0.5155732865559906
AAPL,2015-04-30,0.002685583442728845,125.15,996135511.0,0.5196434850806075
AAPL,2015-05-31,0.03713441058681566,130.28,954152126.0,0.5760745502011704
AAPL,2015-06-30,-0.03836566744484515,125.425,878606841.0,0.5156073981398683
AAPL,2015-07-31,-0.03802487170265212,121.3,1058280697.0,0.4579766212740095
AAPL,2015-08-31,-0.08493850013222437,112.76,1606359115.0,0.33413827383514705
AAPL,2015-09-30,-0.033439635274979396,109.95,1203789074.0,0.28952517655170906
AAPL,2015-10-31,0.08070471936921275,119.5,1113703829.0,0.3935959440448493
AAPL,2015-11-30,-0.014171988581701211,118.3,750606735.0,0.3738459182383407
AAPL,2015-12-31,-0.11514885184593293,105.26,922626259.0,0.21564913813997433
AAPL,2016-01-31,-0.08846757985519893,97.34,1271848087.0,0.1081036009356724
AAPL,2016-02-29,-0.010745301392159456,96.69,810862547.0,0.09619669376988149
AAPL,2016-03-31,0.12316127494502016,108.99,745756771.0,0.23120567616509602
AAPL,2016-04-30,-0.1468240715265351,93.74,872383623.0,0.05043504590395598
AAPL,2016-05-31,0.061504848055758954,99.86,901144768.0,0.11504189379472307
AAPL,2016-06-30,-0.045473174926661364,95.6,780630235.0,0.06433739870763988
AAPL,2016-07-31,0.08463943979678512,104.21,685779613.0,0.154422319889022
AAPL,2016-08-31,0.016664301468878095,106.1,630128567.0,0.17365996145005425
AAPL,2016-09-30,0.05954575958803421,113.05,970096738.0,0.24354643535266063
AAPL,2016-10-31,0.003013218081916902,113.54,686914224.0,0.24729351195736848
AAPL,2016-11-30,-0.03014218611159125,110.52,721554967.0,0.20969735878416929
AAPL,2016-12-31,0.046695891444267446,115.82,608771645.0,0.26618525533037185
AAPL,2017-01-31,0.04709816218870877,121.35,563331160.0,0.3258202538468733
AAPL,2017-02-28,0.1245115220106563,136.99,574968547.0,0.49090015156590217
AAPL,2017-03-31,0.04715756514002667,143.66,562091214.0,0.5612073725806468
AAPL,2017-04-30,-0.0006951723769198503,143.65,371280180.0,0.5601220643405851
AAPL,2017-05-31,0.05996469426409834,152.76,635292989.0,0.6536743069434423
AAPL,2017-06-30,-0.06151367741867686,144.02,664986406.0,0.5519507190705695
AAPL,2017-07-31,0.03141630229488901,148.73,411377229.0,0.6007072720076609
AAPL,2017-08-31,0.09676251174671502,164.0,638221161.0,0.7555957282183543
AAPL,2017-09-30,-0.06234598780289491,154.12,669594016.0,0.6461413783600385
AAPL,2017-10-31,0.0932878951161813,169.04,496135305.0,0.799706442610896
AAPL,2017-11-30,0.013741779294603296,171.85,581374608.0,0.8244376113403304
AAPL,2017-12-31,-0.016951240302992332,169.23,518560008.0,0.7935111309726832
AAPL,2018-01-31,-0.01268665718275086,167.43,639245534.0,0.770757470100585
AAPL,2018-02-28,0.05384080539642344,178.12,888378184.0,0.8660964784525338
AAPL,2018-03-31,-0.0633302190481021,167.78,701387082.0,0.7479161797072429
AAPL,2018-04-30,-0.02032415610005822,165.26,666360147.0,0.7123912584210554
AAPL,2018-05-31,0.12571040372934372,186.87,620976206.0,0.9276566548597653
AAPL,2018-06-30,-0.010925752862919413,185.11,527624365.0,0.9065955546442055
AAPL,2018-07-31,0.02602887039880253,190.29,393843881.0,0.9562220832389725
AAPL,2018-08-31,0.18970580980420393,227.63,700318837.0,1.3273287776966884
AAPL,2018-09-30,-0.011960509322127555,225.74,678972040.0,1.2994927401553915
AAPL,2018-10-31,-0.039727890137389976,218.86,789748068.0,1.2081387452027723
AAPL,2018-11-30,-0.19906107334440892,178.58,961321947.0,0.7685842764893323
AAPL,2018-12-31,-0.12969811157965072,157.74,898917007.0,0.539202235659203
AAPL,2019-01-31,0.032635063527192365,166.44,828099179.0,0.5894341984011375
AAPL,2019-02-28,0.03830303579945471,173.15,472540723.0,0.650314353403374
AAPL,2019-03-31,0.09243227713188906,189.95,650981384.0,0.8028566670718889
AAPL,2019-04-30,0.054550407917697274,200.67,506117812.0,0.9012032336778006
