Date,Close,High,Low,Open,Volume,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,
2000-01-03,0.8430762887001038,0.8473126230444221,0.7658765667817803,0.7898839362596232,535796800,AAPL
2000-01-04,0.7719964981079102,0.8331907526078751,0.7621109807609461,0.8153033320187285,512377600,AAPL
2000-01-05,0.7832933664321899,0.8327201557064955,0.7757621771008575,0.7814105565295254,778321600,AAPL
2000-01-06,0.7155085802078247,0.8058888029827018,0.7155085802078247,0.7992989921623983,767972800,AAPL
2000-01-07,0.7494014501571655,0.7606991158525374,0.7192750287870664,0.7268062193250892,460734400,AAPL
2000-01-10,0.7362210750579834,0.7701131191625114,0.7136258426753699,0.7682303088289695,505064000,AAPL
2000-01-11,0.6985628008842468,0.7484603305564256,0.6816167992396356,0.722570185430362,441548800,AAPL
2000-01-12,0.6566680073738098,0.7192752493896528,0.6514894355447657,0.715508773077121,976068800,AAPL
2000-01-13,0.7286888360977173,0.7437520689632314,0.6966796108115553,0.7116247375457067,1032684800,AAPL
2000-01-14,0.7564619779586792,0.7701130684586291,0.7484600722774706,0.7531670726617501,390376000,AAPL
2000-01-18,0.7828227877616882,0.7983575423961213,0.7564619378454258,0.7606990776314656,459177600,AAPL
2000-01-19,0.8025937676429749,0.8190690964959576,0.7785863944428557,0.7955324383580391,597643200,AAPL
2000-01-20,0.854844868183136,0.9150977083001769,0.854844868183136,0.8699080530727306,1831132800,AAPL
2000-01-21,0.8383693695068359,0.8604931269454695,0.8298959458212497,0.8604931269454695,495924800,AAPL
2000-01-24,0.800240159034729,0.8491953720634278,0.7917666859805466,0.8167154348525707,440876800,AAPL
2000-01-25,0.8454298377037048,0.8520205520449076,0.7710551533462999,0.7908253857555982,497145600,AAPL
2000-01-26,0.8298960328102112,0.8600225020582041,0.826601178064424,0.8284839378393511,367158400,AAPL
2000-01-27,0.828484058380127,0.8510793409779368,0.8058888260616539,0.8195399174216343,340144000,AAPL
2000-01-28,0.76540607213974,0.8350738212142098,0.7578748815407582,0.8148329200128938,423348800,AAPL
2000-01-31,0.7814106941223145,0.782352124379079,0.7117429947863734,0.7606991279148279,701680000,AAPL
2000-02-01,0.7550497651100159,0.790825468743934,0.7531670053480412,0.7832934241094509,318035200,AAPL
2000-02-02,0.7442228198051453,0.7691715722618301,0.7305716810887235,0.758816193092979,464195200,AAPL
2000-02-03,0.7781156897544861,0.7851770186772831,0.7550496975823753,0.7555204126204353,475193600,AAPL
2000-02-04,0.813420832157135,0.8284840179584981,0.7804693150322191,0.7828228403974716,425320000,AAPL
2000-02-07,0.859080970287323,0.8604931153704973,0.7978867094206901,0.8134206572908725,441067200,AAPL
2000-02-08,0.8652009963989258,0.8746148950108742,0.8378987194747284,0.8586102818957885,408643200,AAPL
2000-02-09,0.8482540845870972,0.8821469769108122,0.8468420399581457,0.8595517488812204,299364800,AAPL
2000-02-10,0.854844868183136,0.8576690582270244,0.8284839678106916,0.8501378177375468,302982400,AAPL
2000-02-11,0.8190690279006958,0.859551676284136,0.8153034082771086,0.8557860566605487,212251200,AAPL
2000-02-14,0.8722615242004395,0.8727322392988055,0.8181277292290803,0.823305444473113,367539200,AAPL
2000-02-15,0.8962688446044922,0.9033301740014662,0.8675545214440825,0.8680252365137516,485744000,AAPL
2000-02-16,0.8595516681671143,0.8896789377201728,0.8444884859044886,0.8868539436996518,378246400,AAPL
2000-02-17,0.8652009963989258,0.8699079457049,0.8520205729791547,0.867554471051913,289497600,AAPL
2000-02-18,0.837898850440979,0.8689666514424915,0.8350738055555729,0.8633182711690025,233441600,AAPL
2000-02-22,0.8571982383728027,0.8807348955457334,0.8035351145436213,0.8294252966517341,422296000,AAPL
2000-02-23,0.8755565881729126,0.8962690618452767,0.8360153060326798,0.8528441029026301,473099200,AAPL
2000-02-24,0.8676719069480896,0.8972104134203003,0.8416644679547669,0.8835592720552953,376432000,AAPL
2000-02-25,0.8313080668449402,0.881205621803943,0.8294253072080222,0.8647302934167529,249144000,AAPL
2000-02-28,0.8529622554779053,0.8661426843520001,0.8162452099989878,0.8294256388730825,328328000,AAPL
2000-02-29,0.8633182048797607,0.8830884393469242,0.8477835011024965,0.8553154451719204,368961600,AAPL
2000-03-01,0.9814703464508057,0.9946507687821994,0.8925030990657504,0.8929738140692084,1077003200,AAPL
2000-03-02,0.9188641309738159,0.9635831715601981,0.9089786110935245,0.9565226461868241,311259200,AAPL
2000-03-03,0.9640536308288574,0.9658192395414762,0.9038008005500318,0.94051697462275,323366400,AAPL
2000-03-06,0.946636974811554,0.9725271056034257,0.9414584056364887,0.9489904493731529,210560000,AAPL
2000-03-07,0.9254540801048279,0.9598176953368259,0.9122736531099213,0.9522856492646481,273011200,AAPL
2000-03-08,0.9188641309738159,0.9334567012892442,0.8929739960386189,0.92545394124781,271230400,AAPL
2000-03-09,0.9207469820976257,0.9414585468203999,0.8906205121301038,0.9103907472222617,276718400,AAPL
2000-03-10,0.9471075534820557,0.9635828786277874,0.9113318089838505,0.9165103774133655,248606400,AAPL
2000-03-13,0.9136857986450195,0.9527563644608047,0.9000346564797312,0.9198056992073443,303956800,AAPL
2000-03-14,0.8604933619499207,0.9358103019345745,0.8586105012994768,0.9129796612405208,428579200,AAPL
2000-03-15,0.8755565881729126,0.9056838683139333,0.8595519702489394,0.8708496374526469,443609600,AAPL
2000-03-16,0.9155685305595398,0.9188642405588883,0.8623761090472012,0.8835592966322613,378100800,AAPL
2000-03-17,0.9414587616920471,0.9414587616920471,0.9009760476096833,0.9047425736957313,305043200,AAPL
2000-03-20,0.9263956546783447,0.9508736517991877,0.9216886028040964,0.9301620805355512,204489600,AAPL
2000-03-21,1.0163050889968872,1.0299561314745806,0.9160401368590461,0.923100663742527,524328000,AAPL
2000-03-22,1.0859726667404175,1.0873856167034728,0.9908854884174872,1.000064987198891,567996800,AAPL
2000-03-23,1.0643197298049927,1.1325753432036012,1.0544342079877431,1.069497395795353,562564800,AAPL
2000-03-24,1.0445483922958374,1.0840896639707829,1.020541019249785,1.0727919997571993,446913600,AAPL
2000-03-27,1.0511388778686523,1.090209429704107,1.0308971272139773,1.0365464111435176,279182400,AAPL
2000-03-28,1.0478441715240479,1.0694971662494759,1.032780081921499,1.0337215121026628,202966400,AAPL
2000-03-29,1.0238370895385742,1.0501979466156537,1.0079497216397673,1.0497273319492082,239836800,AAPL
2000-03-30,0.9471075534820557,1.037016925773426,0.9447539787006506,1.005948330838031,414400000,AAPL
2000-03-31,1.0228954553604126,1.033721500083276,0.9489905724731907,0.9598175222239896,404633600,AAPL
2000-04-03,1.0040661096572876,1.0506687300264583,0.9748810598940532,1.0205414452822898,328563200,AAPL
2000-04-04,0.9588761925697327,1.0017123759502657,0.8793229214392067,0.9988881857022217,660329600,AAPL
2000-04-05,0.9819419384002686,1.0007707410456237,0.9339272950066844,0.9525206898536139,457665600,AAPL
2000-04-06,0.9428712725639343,1.0130097156160394,0.9282779013933182,0.9838246827716473,259627200,AAPL
2000-04-07,0.9922976493835449,0.9932389791686419,0.9452251266080164,0.958405553655578,242435200,AAPL
2000-04-10,0.9414587616920471,0.9998297595986577,0.9395760014424456,0.9918269978113351,212262400,AAPL
2000-04-11,0.899563729763031,0.9405170460693962,0.8892074956646372,0.9301617169988884,541822400,AAPL
2000-04-12,0.8228346705436707,0.8962688351635917,0.7898840629413103,0.8962688351635917,941136000,AAPL
2000-04-13,0.8571982383728027,0.9038008376757625,0.8171862530223674,0.8397815303888202,529827200,AAPL
2000-04-14,0.842605710029602,0.8887367389904763,0.8209518127281042,0.8233053376351932,667620800,AAPL
2000-04-17,0.9329859018325806,0.9334566168894002,0.8214225618581895,0.8247183214458272,409561600,AAPL
2000-04-18,0.9555812478065491,0.9555812478065491,0.8990931211508033,0.9301618271243284,390924800,AAPL
2000-04-19,0.9122734069824219,0.9809997138762531,0.9019171732429476,0.9504026327286949,520150400,AAPL
2000-04-20,0.8953272700309753,0.9395755855869534,0.8816761329781472,0.9315736318107658,722120000,AAPL
2000-04-24,0.9075666069984436,0.9075666069984436,0.8642597097707483,0.866142469693923,443620800,AAPL
2000-04-25,0.9664074182510376,0.9697031280505377,0.9193348999669094,0.9198056150938838,391641600,AAPL
2000-04-26,0.9136857986450195,0.9640539307759934,0.9038010817506341,0.953697694242167,366912000,AAPL
2000-04-27,0.9546388387680054,0.9565225033535462,0.878027931470972,0.8826176292615578,326603200,AAPL
2000-04-28,0.9343980550765991,0.9602882912395292,0.9136856851406578,0.9574641011289278,249580800,AAPL
2000-05-01,0.9362810254096985,0.942400925930031,0.9179229327875319,0.9405172607934552,226195200,AAPL
2000-05-02,0.8877953290939331,0.950873257255102,0.8849711393646973,0.9282780299241384,236432000,AAPL
2000-05-03,0.8666132688522339,0.9132150758835892,0.8407231302469376,0.895798313061602,489798400,AAPL
2000-05-04,0.8336616158485413,0.8680252232296806,0.8327201857236104,0.8670837931047498,399515200,AAPL
2000-05-05,0.8520206809043884,0.8642596757898149,0.8338970433339097,0.8346030657075074,284076800,AAPL
2000-05-08,0.8294253945350647,0.8562569093368092,0.8284839643381603,0.8442532218122969,184900800,AAPL
2000-05-09,0.7941204905509949,0.837898910059451,0.7898842050444564,0.830837579466498,327140800,AAPL
2000-05-10,0.7479890584945679,0.7908252236588335,0.7437519201756683,0.7837638962928887,535091200,AAPL
2000-05-11,0.7743499875068665,0.7851769350219557,0.7456356693339767,0.7635230902710967,499744000,AAPL
2000-05-12,0.8105965852737427,0.832249631871274,0.7890599856138293,0.7983575897836843,306913600,AAPL
2000-05-15,0.7606990337371826,0.8138913953183081,0.7541083691244358,0.8138913953183081,678932800,AAPL
2000-05-16,0.7960034012794495,0.8214228270226058,0.7738796859084961,0.7871773654166236,440451200,AAPL
2000-05-17,0.7635232210159302,0.7809399299475587,0.7559911765677831,0.7804692148790455,398092800,AAPL
2000-05-18,0.7588163018226624,0.7903548181171826,0.7578748715855722,0.7757622974869519,373777600,AAPL
2000-05-19,0.7079774737358093,0.7475187539683772,0.7032696182145485,0.7475187539683772,740667200,AAPL
2000-05-22,0.6773796081542969,0.7060947970754521,0.6477238434816738,0.7060947970754521,755507200,AAPL
2000-05-23,0.646311342716217,0.7032693103722054,0.6448992481305124,0.6816163218832587,517585600,AAPL
2000-05-24,0.6604335308074951,0.6759674351125816,0.6251285309265017,0.6491359127450129,678462400,AAPL
2000-05-25,0.6572557091712952,0.697856471343409,0.6477236527429509,0.6665533130718394,406750400,AAPL
2000-05-26,0.6505478024482727,0.6769086515283909,0.6420752326421915,0.6627867968236587,181148800,AAPL
2000-05-30,0.6594919562339783,0.6637282412279037,0.6157143967715601,0.6599626210470829,713059200,AAPL
2000-05-31,0.6326602697372437,0.6872647686100681,0.6312481750110331,0.6543141151291536,433507200,AAPL
2000-06-01,0.671260416507721,0.6745552719570793,0.6053582795865246,0.6157145164259765,903840000,AAPL
2000-06-02,0.697150468826294,0.7512842668594322,0.6703189022325525,0.7060946092737671,792848000,AAPL
2000-06-05,0.6877354979515076,0.7173912497645812,0.6754965045190394,0.7027987313810803,323668800,AAPL
2000-06-06,0.6995038986206055,0.7286889383917671,0.68020437862777,0.6926787811466512,525481600,AAPL
2000-06-07,0.7272768020629883,0.73057170697878,0.6900890547253105,0.7051530933187555,337019200,AAPL
2000-06-08,0.7140963673591614,0.7418693101368476,0.7013866584826792,0.735279550682146,238526400,AAPL
2000-06-09,0.7211578488349915,0.7376331296886778,0.7108016132400965,0.7286889891964785,252358400,AAPL
2000-06-12,0.6867942214012146,0.7263354979202536,0.6844407463756521,0.7258647828034078,290337600,AAPL
2000-06-13,0.7117427587509155,0.7131548533884345,0.664198786774629,0.6867940104717339,351456000,AAPL
